name,url,country,type
Contrapunto,https://www.contrapunto.com.sv/,El Salvador,newspaper
Diario1,https://diario1.com/,El Salvador,newspaper
El Blog,https://www.elblog.com/,El Salvador,newspaper
Cronio,https://cronio.sv/,El Salvador,newspaper
La Prensa,https://www.laprensa.com.ni/,Nicaragua,newspaper
El Nuevo Diario,http://www.elnuevodiario.com.ni/,Nicaragua,newspaper
Confidencial,https://confidencial.com.ni/,Nicaragua,newspaper
Hoy,https://www.hoy.com.ni/,Nicaragua,newspaper
La Voz del Sandinismo,https://www.lavozdelsandinismo.com/,Nicaragua,newspaper
Bolsa de Noticias,https://www.bolsadenoticias.com.ni/,Nicaragua,newspaper
El 19 Digital,https://www.el19digital.com/,Nicaragua,newspaper
Nicaragua Hoy,http://nicaraguahoy.info/,Nicaragua,newspaper
TN8,https://www.tn8.tv/,Nicaragua,newspaper
Trinchera de la Noticia,https://www.trincheraonline.com/,Nicaragua,newspaper
Listín Diario,https://listindiario.com/,Dominican Republic,newspaper
Diario Libre,https://www.diariolibre.com/,Dominican Republic,newspaper
El Caribe,https://www.elcaribe.com.do/,Dominican Republic,newspaper
Hoy,https://hoy.com.do/,Dominican Republic,newspaper
El Nacional,https://elnacional.com.do/,Dominican Republic,newspaper
El Día,https://eldia.com.do/,Dominican Republic,newspaper
Acento,https://acento.com.do/,Dominican Republic,newspaper
Noticias SIN,https://noticiassin.com/,Dominican Republic,newspaper
Z Digital,https://z101digital.com/,Dominican Republic,newspaper
El Nuevo Diario,https://elnuevodiario.com.do/,Dominican Republic,newspaper
La Información,https://www.lainformacion.com.do/,Dominican Republic,newspaper
Diario Hispaniola,http://diariohispaniola.com/,Dominican Republic,newspaper
El Jaya,http://www.eljaya.com/,Dominican Republic,newspaper
Costa Verde DR,https://costaverdedr.com/,Dominican Republic,newspaper
El Faro,https://www.elfaro.com.do/,Dominican Republic,newspaper
El Nuevo Diario,http://www.elnuevodiario.com.do/,Dominican Republic,newspaper
El Sol de Santiago,https://elsoldesantiago.com/,Dominican Republic,newspaper
El Nuevo Herald,https://www.elnuevoherald.com/,United States (Spanish),newspaper
La Opinión,https://www.laopinion.com/,United States (Spanish),newspaper
El Diario NY,https://eldiariony.com/,United States (Spanish),newspaper
La Prensa,https://www.laprensasa.com/,United States (Spanish),newspaper
El Mundo,https://elmundonewspaper.com/,United States (Spanish),newspaper
Excélsior,https://www.excelsiorcalifornia.com/,United States (Spanish),newspaper
La Raza,https://laraza.com/,United States (Spanish),newspaper
El Tiempo Latino,https://eltiempolatino.com/,United States (Spanish),newspaper
El Clasificado,https://elclasificado.com/,United States (Spanish),newspaper
Impacto Latin News,http://www.impactolatin.com/,United States (Spanish),newspaper
El Popular,https://www.elpopularnews.com/,United States (Spanish),newspaper
Vida en el Valle,https://vidaenelvalle.com/,United States (Spanish),newspaper
Rumbo,https://rumbotx.com/,United States (Spanish),newspaper
La Voz,https://lavoztx.com/,United States (Spanish),newspaper
Mundo Hispánico,https://mundohispanico.com/,United States (Spanish),newspaper
La Jornada,https://www.lajornadanet.com/,United States (Spanish),newspaper
El Mensajero,http://elmensajero.com/,United States (Spanish),newspaper
Noticias Ya,https://noticiasya.com/,United States (Spanish),newspaper
El Latino San Diego,http://ellatinoonline.com/,United States (Spanish),newspaper
Hola News,https://holanews.com/,United States (Spanish),newspaper
La Prensa,https://laprensafl.com/,United States (Spanish),newspaper
El Comercio de Colorado,https://elcomerciodecolorado.com/,United States (Spanish),newspaper
El Semanario,https://elsemanario.com/,United States (Spanish),newspaper
El Tiempo,https://www.eltiempolv.com/,United States (Spanish),newspaper
El Especialito,https://www.elespecialito.com/,United States (Spanish),newspaper
La Prensa Latina,https://laprensalatina.com/,United States (Spanish),newspaper
El Mundo Boston,https://elmundoboston.com/,United States (Spanish),newspaper
El Sentinel,https://www.orlandosentinel.com/elsentinel/,United States (Spanish),newspaper
La Opinión de la Bahía,http://eltecolote.org/,United States (Spanish),newspaper
Hoy Los Angeles,https://www.hoylosangeles.com/,United States (Spanish),newspaper
Diario Las Américas,https://www.diariolasamericas.com/,United States (Spanish),newspaper
La Prensa de Minnesota,http://www.laprensamn.com/,United States (Spanish),newspaper
Noticias del Mundo,https://www.noticiasdelmundo.com/,United States (Spanish),newspaper
El Periódico USA,https://elperiodicousa.com/,United States (Spanish),newspaper
Actualidad Radio,https://actualidadradio.com/,United States (Spanish),newspaper
La Raza del Noroeste,https://larazanw.com/,United States (Spanish),newspaper
La Gaceta Hispana,https://lagacetahispana.com/,United States (Spanish),newspaper
La Voz de Arizona,http://www.lavozarizona.com/,United States (Spanish),newspaper
El Comentario,https://www.elcomentario.ucol.mx/,Mexico,newspaper
Diario de Querétaro,https://www.diariodequeretaro.com.mx/,Mexico,newspaper
El Sol de Toluca,https://www.elsoldetoluca.com.mx/,Mexico,newspaper
Milenio Novedades,https://www.yucatan.com.mx/,Mexico,newspaper
Novedades Acapulco,https://novedadesaca.mx/,Mexico,newspaper
Diario de Yucatán,https://www.yucatan.com.mx/,Mexico,newspaper
La Voz de la Frontera,https://www.lavozdelafrontera.com.mx/,Mexico,newspaper
El Mañana de Nuevo Laredo,https://www.elmanana.com/,Mexico,newspaper
Diario de Colima,https://www.diariodecolima.com/,Mexico,newspaper
Cuarto Poder,https://www.cuartopoder.mx/,Mexico,newspaper
Noroeste,https://www.noroeste.com.mx/,Mexico,newspaper
El Sol de Zacatecas,https://www.elsoldezacatecas.com.mx/,Mexico,newspaper
El Sudcaliforniano,https://www.elsudcaliforniano.com.mx/,Mexico,newspaper
El Vigía,https://www.elvigia.net/,Mexico,newspaper
El Sol de Tijuana,https://www.elsoldetijuana.com.mx/,Mexico,newspaper
El Heraldo de Chihuahua,https://www.elheraldodechihuahua.com.mx/,Mexico,newspaper
El Sol de Hermosillo,https://www.elsoldehermosillo.com.mx/,Mexico,newspaper
El Sol de Parral,https://www.elsoldeparral.com.mx/,Mexico,newspaper
La Opinión de Poza Rica,https://www.laopinion.net/,Mexico,newspaper
El Sol de Durango,https://www.elsoldedurango.com.mx/,Mexico,newspaper
El Sol de León,https://www.elsoldeleon.com.mx/,Mexico,newspaper
El Heraldo de Saltillo,https://www.elheraldodesaltillo.mx/,Mexico,newspaper
El Sol de Irapuato,https://www.elsoldeirapuato.com.mx/,Mexico,newspaper
El Sol de Cuautla,https://www.elsoldecuautla.com.mx/,Mexico,newspaper
El Sol de Morelia,https://www.elsoldemorelia.com.mx/,Mexico,newspaper
El Sol de Tampico,https://www.elsoldetampico.com.mx/,Mexico,newspaper
El Sol de Puebla,https://www.elsoldepuebla.com.mx/,Mexico,newspaper
El Sol de Tulancingo,https://www.elsoldetulancingo.com.mx/,Mexico,newspaper
El Sol de Mazatlán,https://www.elsoldemazatlan.com.mx/,Mexico,newspaper
El Diario de Coahuila,https://www.eldiariodecoahuila.com.mx/,Mexico,newspaper
El Sol de Cuernavaca,https://www.elsoldecuernavaca.com.mx/,Mexico,newspaper
El Sol de San Luis,https://www.elsoldesanluis.com.mx/,Mexico,newspaper
El Sol de Orizaba,https://www.elso.com.mx/,Mexico,newspaper
El Sol de Hidalgo,https://www.elsoldehidalgo.com.mx/,Mexico,newspaper
El Sol de Tlaxcala,https://www.elsoldetlaxcala.com.mx/,Mexico,newspaper
El Sol de Salamanca,https://www.elsoldesalamanca.com.mx/,Mexico,newspaper
Diario de Xalapa,https://www.diariodexalapa.com.mx/,Mexico,newspaper
El Sol de Córdoba,https://www.elsoldecordoba.com.mx/,Mexico,newspaper
El Sol de Centro,https://www.elsoldecentro.com.mx/,Mexico,newspaper
El Sol de la Laguna,https://www.elsoldelalaguna.com.mx/,Mexico,newspaper
El Sol del Bajío,https://www.elsoldelbajio.com.mx/,Mexico,newspaper
El Sol de la Tarde,https://www.elsoldelatarde.com.mx/,Mexico,newspaper
La Voz de la Frontera,https://www.lavozdelafrontera.com.mx/,Mexico,newspaper
El Sol del Sur,https://www.elsoldelsur.com.mx/,Mexico,newspaper
Diario de Morelos,https://www.diariodemorelos.com/,Mexico,newspaper
El Sol del Pacífico,https://www.elsoldelpacifico.com.mx/,Mexico,newspaper
El Sol de Zamora,https://www.elsoldezamora.com.mx/,Mexico,newspaper
El Heraldo de Aguascalientes,https://www.heraldo.mx/,Mexico,newspaper
El Heraldo de México,https://heraldodemexico.com.mx/,Mexico,newspaper
20 Minutos México,https://www.20minutos.com.mx/,Mexico,newspaper
El Sol de Nayarit,https://www.elsoldenayarit.mx/,Mexico,newspaper
El Sol de Tijuana,https://www.elsoldetijuana.com.mx/,Mexico,newspaper
El Sol de Cuautla,https://www.elsoldecuautla.com.mx/,Mexico,newspaper
La Voz de Michoacán,https://www.lavozdemichoacan.com.mx/,Mexico,newspaper
El Sol de Tlaxcala,https://www.elsoldetlaxcala.com.mx/,Mexico,newspaper
El Sol de Margarita,https://www.elsoldemargarita.com.ve/,Venezuela,newspaper
Últimas Noticias,https://www.ultimasnoticias.com.ve/,Venezuela,newspaper
El Nacional,https://www.elnacional.com/,Venezuela,newspaper
Panorama,https://www.panorama.com.ve/,Venezuela,newspaper
El Carabobeño,https://www.el-carabobeno.com/,Venezuela,newspaper
La Verdad,https://www.laverdad.com/,Venezuela,newspaper
Tal Cual,https://talcualdigital.com/,Venezuela,newspaper
Notitarde,https://www.notitarde.com/,Venezuela,newspaper
El Impulso,https://www.elimpulso.com/,Venezuela,newspaper
El Tiempo,https://www.eltiempo.com.ve/,Venezuela,newspaper
2001,https://www.2001.com.ve/,Venezuela,newspaper
El Aragueño,https://www.elaragueno.com.ve/,Venezuela,newspaper
La Prensa de Lara,https://www.laprensalara.com.ve/,Venezuela,newspaper
El Siglo,https://www.elsiglo.com.ve/,Venezuela,newspaper
Noticia al Día,https://noticiaaldia.com/,Venezuela,newspaper
Diario VEA,https://www.diariovea.online/,Venezuela,newspaper
Correo del Orinoco,https://www.correodelorinoco.gob.ve/,Venezuela,newspaper
La Iguana TV,https://www.laiguana.tv/,Venezuela,newspaper
Diario Los Andes,https://www.diariolosandes.com.ve/,Venezuela,newspaper
Diario La Nación,https://lanacionweb.com/,Venezuela,newspaper
El Informador,https://www.el-informador.com/,Venezuela,newspaper
El Nuevo País y Zeta,https://enpaiszeta.com/,Venezuela,newspaper
Ciudad Valencia,https://ciudadvalencia.com.ve/,Venezuela,newspaper
El Universal,http://www.eluniversal.com/,Venezuela,newspaper
La Voce d'Italia,https://www.lavoceditalia.com/,Venezuela,newspaper
La Prensa de Monagas,https://laverdaddemonagas.com/,Venezuela,newspaper
Noticias de Aquí,https://noticiasdeaqui.net/,Venezuela,newspaper
Punto de Corte,https://puntodecorte.com/,Venezuela,newspaper
La Calle,https://lacalle.com.ve/,Venezuela,newspaper
Barinas,https://www.barinas.net.ve/,Venezuela,newspaper
Avance,https://www.diarioavance.com/,Venezuela,newspaper
El Tubazo Digital,https://www.eltubazodigital.com/,Venezuela,newspaper
Que Pasa,https://www.quepasa.com.ve/,Venezuela,newspaper
Noticias Barquisimeto,https://www.noticiasbarquisimeto.com/,Venezuela,newspaper
La Región,https://www.diariolaregion.net/,Venezuela,newspaper
El Periodiquito,https://elperiodiquito.com/,Venezuela,newspaper
La Nueva Prensa,https://lanuevaprensa.com.ve/,Venezuela,newspaper
El Prospecto,https://www.elprospecto.net/,Venezuela,newspaper
Primicias24,https://www.primicias24.com/,Venezuela,newspaper
El Clarín,https://www.elclarin.net.ve/,Venezuela,newspaper
El Mundo,https://www.elmundo.es/,Spain,newspaper
El País,https://elpais.com/,Spain,newspaper
La Vanguardia,https://www.lavanguardia.com/,Spain,newspaper
ABC,https://www.abc.es/,Spain,newspaper
El Confidencial,https://www.elconfidencial.com/,Spain,newspaper
La Razón,https://www.larazon.es/,Spain,newspaper
20 Minutos,https://www.20minutos.es/,Spain,newspaper
El Periódico,https://www.elperiodico.com/,Spain,newspaper
Diario AS,https://as.com/,Spain,newspaper
Marca,https://www.marca.com/,Spain,newspaper
El Correo,https://www.elcorreo.com/,Spain,newspaper
El Diario Vasco,https://www.diariovasco.com/,Spain,newspaper
La Voz de Galicia,https://www.lavozdegalicia.es/,Spain,newspaper
La Nueva España,https://www.lne.es/,Spain,newspaper
Diario de Sevilla,https://www.diariodesevilla.es/,Spain,newspaper
El Norte de Castilla,https://www.elnortedecastilla.es/,Spain,newspaper
Faro de Vigo,https://www.farodevigo.es/,Spain,newspaper
Heraldo,https://www.heraldo.es/,Spain,newspaper
Diario de Navarra,https://www.diariodenavarra.es/,Spain,newspaper
Diario Sur,https://www.diariosur.es/,Spain,newspaper
La Gaceta,https://www.lagacetadesalamanca.es/,Spain,newspaper
El Mundo,https://www.elmundo.es/,Spain,newspaper
El País,https://elpais.com/,Spain,newspaper
La Vanguardia,https://www.lavanguardia.com/,Spain,newspaper
ABC,https://www.abc.es/,Spain,newspaper
El Confidencial,https://www.elconfidencial.com/,Spain,newspaper
20 Minutos,https://www.20minutos.es/,Spain,newspaper
El Periódico,https://www.elperiodico.com/es/,Spain,newspaper
La Razón,https://www.larazon.es/,Spain,newspaper
La Voz de Galicia,https://www.lavozdegalicia.es/,Spain,newspaper
El Diario,https://www.eldiario.es/,Spain,newspaper
El Correo,https://www.elcorreo.com/,Spain,newspaper
Diario de Sevilla,https://www.diariodesevilla.es/,Spain,newspaper
La Nueva España,https://www.lne.es/,Spain,newspaper
Heraldo de Aragón,https://www.heraldo.es/,Spain,newspaper
Levante-EMV,https://www.levante-emv.com/,Spain,newspaper
Diario de Mallorca,https://www.diariodemallorca.es/,Spain,newspaper
Diario de Navarra,https://www.diariodenavarra.es/,Spain,newspaper
El Norte de Castilla,https://www.elnortedecastilla.es/,Spain,newspaper
El Comercio,https://www.elcomercio.es/,Spain,newspaper
La Verdad,https://www.laverdad.es/,Spain,newspaper
La Opinión de Málaga,https://www.laopiniondemalaga.es/,Spain,newspaper
Faro de Vigo,https://www.farodevigo.es/,Spain,newspaper
Diario de Cádiz,https://www.diariodecadiz.es/,Spain,newspaper
El Punt Avui,https://www.elpuntavui.cat/,Spain,newspaper
Diario de Burgos,https://www.diariodeburgos.es/,Spain,newspaper
Diario Sur,https://www.diariosur.es/,Spain,newspaper
Ideal,https://www.ideal.es/,Spain,newspaper
El Día,https://www.eldia.es/,Spain,newspaper
El Adelantado de Segovia,https://www.eladelantado.com/,Spain,newspaper
Diario de Ávila,https://www.diariodeavila.es/,Spain,newspaper
El Progreso,https://www.elprogreso.es/,Spain,newspaper
La Rioja,https://www.larioja.com/,Spain,newspaper
Hoy,https://www.hoy.es/,Spain,newspaper
Mediterráneo,https://www.elperiodicomediterraneo.com/,Spain,newspaper
El Diario Vasco,https://www.diariovasco.com/,Spain,newspaper
La Gaceta de Salamanca,https://www.lagacetadesalamanca.es/,Spain,newspaper
La Tribuna de Toledo,https://www.latribunadetoledo.es/,Spain,newspaper
Diario de Ibiza,https://www.diariodeibiza.es/,Spain,newspaper
El Correo Gallego,https://www.elcorreogallego.es/,Spain,newspaper
Diario de Pontevedra,https://www.diariodepontevedra.es/,Spain,newspaper
Canarias7,https://www.canarias7.es/,Spain,newspaper
El Día de Córdoba,https://www.eldiadecordoba.es/,Spain,newspaper
La Voz de Cádiz,https://www.lavozdigital.es/,Spain,newspaper
La Opinión de Zamora,https://www.laopiniondezamora.es/,Spain,newspaper
La Nueva Crónica,https://www.lanuevacronica.com/,Spain,newspaper
Mallorca Zeitung,https://www.mallorcazeitung.es/,Spain,newspaper
El Faro de Ceuta,https://elfarodeceuta.es/,Spain,newspaper
Diario de Arousa,https://www.diariodearousa.com/,Spain,newspaper
Regió7,https://www.regio7.cat/,Spain,newspaper
El Periódico de Aragón,https://www.elperiodicodearagon.com/,Spain,newspaper
Viva Huelva,https://www.vivahuelva.es/,Spain,newspaper
El Periódico Extremadura,https://www.elperiodicoextremadura.com/,Spain,newspaper
El Diario Montañés,https://www.eldiariomontanes.es/,Spain,newspaper
Diario de León,https://www.diariodeleon.es/,Spain,newspaper
Gara,https://www.naiz.eus/es/ediciones/gara,Spain,newspaper
Berria,https://www.berria.eus/,Spain,newspaper
Ara,https://www.ara.cat/,Spain,newspaper
Última Hora,https://www.ultimahora.es/,Spain,newspaper
Diari de Girona,https://www.diaridegirona.cat/,Spain,newspaper
Diari de Tarragona,https://www.diaridetarragona.com/,Spain,newspaper
Europa Sur,https://www.europasur.es/,Spain,newspaper
Diario del AltoAragón,https://www.diariodelaltoaragon.es/,Spain,newspaper
La Opinión de Tenerife,https://www.laopinion.es/,Spain,newspaper
Córdoba,https://www.cordobahoy.es/,Spain,newspaper
El Diario de Soria,https://www.eldiasoria.es/,Spain,newspaper
El Diari,https://www.eldiari.com/,Spain,newspaper
Diario de Almería,https://www.diariodealmeria.es/,Spain,newspaper
La Voz de Almería,https://www.lavozdealmeria.com/,Spain,newspaper
Diario de Teruel,https://www.diariodeteruel.es/,Spain,newspaper
Granada Hoy,https://www.granadahoy.com/,Spain,newspaper
Huelva Información,https://www.huelvainformacion.es/,Spain,newspaper
Diario de Jerez,https://www.diariodejerez.es/,Spain,newspaper
Málaga Hoy,https://www.malagahoy.es/,Spain,newspaper
La Mañana,https://www.lamanyana.cat/,Spain,newspaper
Diario de Mallorca,https://www.diariodemallorca.es/,Spain,newspaper
Menorca,https://www.menorca.info/,Spain,newspaper
El Progreso,https://www.elprogreso.es/,Spain,newspaper
La Región,https://www.laregion.es/,Spain,newspaper
Diario de Sevilla,https://www.diariodesevilla.es/,Spain,newspaper
El Periódico Mediterráneo,https://www.elperiodicomediterraneo.com/,Spain,newspaper
La Opinión de Murcia,https://www.laopiniondemurcia.es/,Spain,newspaper
La Verdad,https://www.laverdad.es/,Spain,newspaper
Levante-EMV,https://www.levante-emv.com/,Spain,newspaper
Majorca Daily Bulletin,https://www.majorcadailybulletin.com/,Spain,newspaper
Marca,https://www.marca.com/,Spain,newspaper
Mediterráneo,https://www.elperiodicomediterraneo.com/,Spain,newspaper
La Nueva España,https://www.lne.es/,Spain,newspaper
El Norte de Castilla,https://www.elnortedecastilla.es/,Spain,newspaper
Noticias de Gipuzkoa,https://www.noticiasdegipuzkoa.eus/,Spain,newspaper
La Nueva Crónica,https://www.lanuevacronica.com/,Spain,newspaper
El Punt Avui,https://www.elpuntavui.cat/,Spain,newspaper
Regió7,https://www.regio7.cat/,Spain,newspaper
El Progreso,https://www.elprogreso.es/,Spain,newspaper
La Rioja,https://www.larioja.com/,Spain,newspaper
La Voz de Galicia,https://www.lavozdegalicia.es/,Spain,newspaper
Segre,https://www.segre.com/,Spain,newspaper
Sport,https://www.sport.es/,Spain,newspaper
Superdeporte,https://www.superdeporte.es/,Spain,newspaper
Última Hora,https://www.ultimahora.es/,Spain,newspaper
Viva Jerez,https://www.vivajerez.es/,Spain,newspaper
El Comercio,https://elcomercio.pe/,Peru,newspaper
La República,https://larepublica.pe/,Peru,newspaper
Gestión,https://gestion.pe/,Peru,newspaper
Expreso,https://www.expreso.com.pe/,Peru,newspaper
Perú21,https://peru21.pe/,Peru,newspaper
Trome,https://trome.pe/,Peru,newspaper
Diario Correo,https://diariocorreo.pe/,Peru,newspaper
El Popular,https://elpopular.pe/,Peru,newspaper
El Bocón,https://elbocon.pe/,Peru,newspaper
La Industria,https://laindustria.pe/,Peru,newspaper
Diario Ojo,https://ojo.pe/,Peru,newspaper
El Peruano,http://www.elperuano.pe/,Peru,newspaper
La Razón,https://larazon.pe/,Peru,newspaper
El Chino,http://diarioelchino.pe/,Peru,newspaper
El Men,https://www.elmen.pe/,Peru,newspaper
Los Andes,https://www.losandes.com.pe/,Peru,newspaper
Diario UNO,https://diariouno.pe/,Peru,newspaper
El Tiempo,https://eltiempo.pe/,Peru,newspaper
La Primera,https://www.diariolaprimeraperu.com/,Peru,newspaper
El Pueblo,https://www.elpueblo.com.pe/,Peru,newspaper
Clarín,https://www.clarin.com/,Argentina,newspaper
La Nación,https://www.lanacion.com.ar/,Argentina,newspaper
Página/12,https://www.pagina12.com.ar/,Argentina,newspaper
Infobae,https://www.infobae.com/,Argentina,newspaper
Ámbito,https://www.ambito.com/,Argentina,newspaper
Perfil,https://www.perfil.com/,Argentina,newspaper
Olé,https://www.ole.com.ar/,Argentina,newspaper
La Voz,https://www.lavoz.com.ar/,Argentina,newspaper
El Cronista,https://www.cronista.com/,Argentina,newspaper
El Día,https://www.eldia.com/,Argentina,newspaper
La Gaceta,https://www.lagaceta.com.ar/,Argentina,newspaper
La Capital,https://www.lacapital.com.ar/,Argentina,newspaper
Los Andes,https://www.losandes.com.ar/,Argentina,newspaper
Diario Popular,https://www.diariopopular.com.ar/,Argentina,newspaper
El Litoral,https://www.ellitoral.com/,Argentina,newspaper
El Ciudadano,https://www.elciudadanoweb.com/,Argentina,newspaper
El Tribuno,https://www.eltribuno.com/,Argentina,newspaper
Diario Uno,https://www.diariouno.com.ar/,Argentina,newspaper
El Ancasti,https://www.elancasti.com.ar/,Argentina,newspaper
El Chubut,https://www.elchubut.com.ar/,Argentina,newspaper
El Universal,https://www.eluniversal.com.mx/,Mexico,newspaper
Reforma,https://www.reforma.com/,Mexico,newspaper
La Jornada,https://www.jornada.com.mx/,Mexico,newspaper
Excélsior,https://www.excelsior.com.mx/,Mexico,newspaper
Milenio,https://www.milenio.com/,Mexico,newspaper
El Financiero,https://www.elfinanciero.com.mx/,Mexico,newspaper
El Economista,https://www.eleconomista.com.mx/,Mexico,newspaper
El Sol de México,https://www.elsoldemexico.com.mx/,Mexico,newspaper
Diario de México,https://www.diariodemexico.com/,Mexico,newspaper
La Crónica de Hoy,https://www.cronica.com.mx/,Mexico,newspaper
El Imparcial,https://www.elimparcial.com/,Mexico,newspaper
Diario de Yucatán,https://www.yucatan.com.mx/,Mexico,newspaper
El Heraldo de México,https://heraldodemexico.com.mx/,Mexico,newspaper
24 Horas,https://www.24-horas.mx/,Mexico,newspaper
El Debate,https://www.debate.com.mx/,Mexico,newspaper
La Razón,https://www.razon.com.mx/,Mexico,newspaper
El Informador,https://www.informador.mx/,Mexico,newspaper
El Siglo de Torreón,https://www.elsiglodetorreon.com.mx/,Mexico,newspaper
El Diario de Juárez,https://diario.mx/,Mexico,newspaper
El Mañana,https://www.elmanana.com/,Mexico,newspaper
El Nuevo Día,https://www.elnuevodia.com,Puerto Rico,newspaper
Primera Hora,https://www.primerahora.com,Puerto Rico,newspaper
El Nacional,https://www.elnacional.com,República Dominicana,newspaper
Listín Diario,https://listindiario.com,República Dominicana,newspaper
El Colombiano,https://www.elcolombiano.com,Colombia,newspaper
El Tiempo,https://www.eltiempo.com,Colombia,newspaper
El Espectador,https://www.elespectador.com,Colombia,newspaper
El País,https://www.elpais.com.uy,Uruguay,newspaper
Hoy,https://hoy.com.do,República Dominicana,newspaper
El Carabobeño,https://www.el-carabobeno.com,Venezuela,newspaper
El Nacional,https://www.el-nacional.com,Venezuela,newspaper
Últimas Noticias,https://www.ultimasnoticias.com.ve,Venezuela,newspaper
El Sol de México,https://www.elsoldemexico.com.mx,Mexico,newspaper
El Debate,https://www.debate.com.mx,Mexico,newspaper
El Imparcial,https://www.elimparcial.com,Mexico,newspaper
El Heraldo,https://www.elheraldo.co,Colombia,newspaper
El Pilón,https://elpilon.com.co,Colombia,newspaper
El Meridiano,https://www.elmeridiano.co,Colombia,newspaper
El Universal,https://www.eluniversal.com.co,Colombia,newspaper
La Prensa,https://www.prensa.com,Panama,newspaper
La Estrella de Panamá,https://www.laestrella.com.pa,Panama,newspaper
Panamá América,https://www.panamaamerica.com.pa,Panama,newspaper
El Diario de Hoy,https://www.elsalvador.com,El Salvador,newspaper
La Prensa Gráfica,https://www.laprensagrafica.com,El Salvador,newspaper
El Faro,https://elfaro.net,El Salvador,newspaper
El Comercio,https://www.elcomercio.com,Ecuador,newspaper
El Universo,https://www.eluniverso.com,Ecuador,newspaper
La Hora,https://lahora.com.ec,Ecuador,newspaper
El Nuevo Diario,https://www.elnuevodiario.com.ni,Nicaragua,newspaper
La Prensa,https://www.laprensa.com.ni,Nicaragua,newspaper
El 19 Digital,https://www.el19digital.com,Nicaragua,newspaper
La Tribuna,https://www.latribuna.hn,Honduras,newspaper
El Heraldo,https://www.elheraldo.hn,Honduras,newspaper
La Prensa,https://www.laprensa.hn,Honduras,newspaper
El Diario de Juárez,https://diario.mx,Mexico,newspaper
El Siglo de Torreón,https://www.elsiglodetorreon.com.mx,Mexico,newspaper
El Tiempo,https://www.eltiempo.com/,Colombia,newspaper
El Espectador,https://www.elespectador.com/,Colombia,newspaper
El Colombiano,https://www.elcolombiano.com/,Colombia,newspaper
El Heraldo,https://www.elheraldo.co/,Colombia,newspaper
El País,https://www.elpais.com.co/,Colombia,newspaper
Vanguardia,https://www.vanguardia.com/,Colombia,newspaper
La República,https://www.larepublica.co/,Colombia,newspaper
Portafolio,https://www.portafolio.co/,Colombia,newspaper
El Nuevo Siglo,https://www.elnuevosiglo.com.co/,Colombia,newspaper
La Opinión,https://www.laopinion.com.co/,Colombia,newspaper
La Patria,https://www.lapatria.com/,Colombia,newspaper
El Universal,https://www.eluniversal.com.co/,Colombia,newspaper
El Mundo,https://www.elmundo.com/,Colombia,newspaper
Diario del Huila,https://www.diariodelhuila.com/,Colombia,newspaper
El Diario del Otún,https://www.eldiario.com.co/,Colombia,newspaper
Diario del Cauca,https://diariodelcauca.com.co/,Colombia,newspaper
El Frente,https://www.elfrente.com.co/,Colombia,newspaper
La Tarde,https://www.latarde.com/,Colombia,newspaper
Diario del Norte,https://www.diariodelnorte.net/,Colombia,newspaper
Q'Hubo,https://www.qhubo.com/,Colombia,newspaper
